system:index,Aspect,Elevation,LULC,NDVI,Population,Rainfall,Slope,.geo
1_00000000000000001140_6,57.626465,947,10,0.6746601,0.8820405,16512.979282412678,40.24856,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_7,56.270622,924,10,0.70597166,0.90890545,16512.979282412678,42.1054,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_8,35.144123,906,10,0.6968912,0.90890545,16512.979282412678,36.221745,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_9,7.171786,901,10,0.776275,0.90890545,16512.979282412678,36.285885,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_10,46.924637,1041,10,0.767658,0.84835666,16512.979282412678,40.47365,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_11,46.82555,985,10,0.6747333,0.86964184,16512.979282412678,38.813,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_12,55.518555,971,10,0.6116978,0.86964184,16512.979282412678,30.98307,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_13,55.902283,958,10,0.7038611,0.86964184,16512.979282412678,33.589577,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_14,35.143986,1059,10,0.7325126,0.84835666,16512.979282412678,36.2217,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_15,37.903027,1045,10,0.6925381,0.84835666,16512.979282412678,44.559566,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_16,43.45779,1026,10,0.6128816,0.84835666,16512.979282412678,47.537453,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_17,16.458332,1078,10,0.56929827,0.84835666,16512.979282412678,37.827614,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001140_18,29.999092,1070,10,0.62737304,0.84835666,16512.979282412678,43.62996,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001147_0,290.48627,951,10,0.60742927,1.3395374,16512.979282412678,26.966236,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001147_1,290.48627,951,10,0.46210527,1.3395374,16512.979282412678,26.966236,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001148_0,259.19028,948,10,0.60536015,1.2456276,16512.979282412678,34.62513,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000114d_0,275.60736,1134,30,0.49867073,2.8445296,16351.073212718184,26.427881,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000114f_0,175.02599,1359,10,0.43733093,1.2483038,16254.989488117397,22.902746,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000114f_1,157.00955,1340,10,0.71428573,1.3748231,16254.989488117397,22.881117,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001150_0,80.443665,1223,30,0.2555009,1.0562905,16254.989488117397,37.95609,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001150_1,80.50705,1204,30,0.32917318,1.0562905,16254.989488117397,34.491447,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001151_0,74.00442,1253,30,0.50791293,1.0990287,16254.989488117397,35.181217,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001151_1,76.001625,1234,10,0.44068295,1.0990287,16254.989488117397,36.357857,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001151_2,73.92197,1214,10,0.5443665,1.1412892,16254.989488117397,41.24312,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001151_3,66.73258,1263,10,0.6079622,1.0990287,16254.989488117397,36.413498,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001151_4,77.80815,1240,10,0.39545718,1.0990287,16254.989488117397,40.136578,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001151_5,79.51892,1218,10,0.43542996,1.1412892,16254.989488117397,38.690773,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001151_6,64.07412,1197,10,0.6447009,1.1412892,16254.989488117397,39.164783,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001151_7,57.734055,1210,10,0.3140512,1.1302843,16254.989488117397,31.234888,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001155_0,136.5296,1386,10,0.6204064,1.1473043,16254.989488117397,39.532978,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001156_0,135.28696,1405,10,0.63360065,1.1266073,16254.989488117397,36.089554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001165_0,347.76126,935,10,0.6573042,1.1068084,16125.288873365149,37.90143,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001165_1,344.49515,932,10,0.41445956,1.1068084,16125.288873365149,39.45975,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001165_2,325.41302,947,10,0.3877551,1.1136063,16125.288873365149,24.334686,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001165_3,4.3187046,946,10,0.41526645,1.1136063,16125.288873365149,13.685627,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001166_0,317.9786,869,10,0.70704454,1.0591204,16125.288873365149,43.794018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000116c_0,232.57751,804,10,0.12326804,2.4890883,16741.586993051693,34.70632,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb7_0,195.47086,1202,10,0.44354182,0.66689736,18112.658922262024,41.675713,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb7_1,184.03409,1172,10,0.59891784,0.6601182,18112.658922262024,27.442638,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb7_2,194.07687,1164,10,0.5052223,0.6601182,18112.658922262024,24.256388,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb7_3,194.75069,1145,10,0.41126332,0.6601182,18112.658922262024,45.12484,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_0,212.81155,934,30,0.21138212,0.9755633,18112.658922262024,43.343075,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_1,205.97624,948,30,0.17165613,0.96475255,18112.658922262024,38.38992,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_2,210.05421,909,60,0.022702103,0.9755633,18112.658922262024,36.106556,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_3,210.97035,923,60,0.031059507,0.96475255,18112.658922262024,41.583553,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_4,202.63509,934,30,0.0846395,0.96475255,18112.658922262024,38.89589,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_5,202.04932,895,60,0.008933556,0.97554946,18112.658922262024,34.26038,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_6,196.74538,901,60,0.086671904,0.9623254,18112.658922262024,37.26053,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_7,198.2156,907,60,0.103883006,0.9623254,18112.658922262024,39.283363,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_8,197.74272,870,60,0.024950938,0.97554946,18112.658922262024,48.711716,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_9,197.0129,878,30,0.14264742,0.9623254,18112.658922262024,44.96521,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_10,197.70969,886,60,0.2076426,0.9623254,18112.658922262024,42.007236,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_11,201.42738,828,30,0.10062893,0.97554946,18112.658922262024,50.19187,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_12,204.29034,842,30,0.12310797,0.9623254,18112.658922262024,49.099255,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_13,209.42921,854,10,0.20420142,0.9623254,18112.658922262024,49.048454,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_14,192.71619,796,30,0.07431552,1.0414814,18112.658922262024,30.148792,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_15,205.61867,801,10,0.07353362,1.0414814,18112.658922262024,35.68238,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_16,208.39723,813,10,0.09503785,0.9895742,18112.658922262024,41.45413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_17,208.51285,783,60,0.024246009,1.0414814,18112.658922262024,26.44572,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_18,200.61095,788,10,0.104571074,1.0414814,18112.658922262024,29.714586,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_19,220.23817,741,60,0.007144617,1.0381287,18112.658922262024,30.700226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_20,225.08334,751,60,0.023391813,1.0381287,18112.658922262024,31.757965,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_21,216.94994,765,60,0.028465347,1.0414814,18112.658922262024,28.674725,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_22,186.65735,769,30,0.2202629,1.0414814,18112.658922262024,25.296926,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_23,223.23549,721,30,0.026446713,1.0575854,18112.658922262024,33.686626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_24,214.41208,728,60,0.028650904,1.0575854,18112.658922262024,28.784695,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_25,216.05159,738,30,0.029986054,1.0575854,18112.658922262024,31.827503,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_26,222.26732,703,10,0.029782938,1.0352802,18112.658922262024,38.220337,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_27,223.23549,721,60,0.044981062,1.0575854,18112.658922262024,33.686626,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_28,222.06996,683,60,0.03850156,1.0352802,18112.658922262024,37.35223,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_29,217.57022,700,30,0.05355575,1.0575854,18112.658922262024,41.94389,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_30,207.87323,649,30,0.37505323,1.1288896,18112.658922262024,30.37001,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000bb9_31,224.94492,629,10,0.47538048,1.1288896,18112.658922262024,30.737648,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001060_0,40.70934,1371,30,0.40687063,1.1305077,17851.774653878703,24.154196,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001060_1,78.62117,1359,30,0.5757829,1.1305077,17851.774653878703,22.305521,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001060_2,11.811983,1386,10,0.38676846,1.1520528,17851.774653878703,24.061964,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001060_3,59.92981,1381,30,0.31873044,1.1520528,17851.774653878703,28.776436,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001060_4,72.01213,1360,30,0.5220212,1.1520528,17851.774653878703,29.968082,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001060_5,63.52217,1388,30,0.5127828,1.1520528,17851.774653878703,33.16605,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_0,27.709888,1451,10,0.67165804,0.877131,17851.774653878703,38.17606,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_1,23.387377,1474,10,0.6822126,0.9461401,17851.774653878703,39.656296,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_2,20.153336,1502,10,0.7701746,0.9461401,17851.774653878703,34.59562,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_3,6.6065493,1499,10,0.7391747,0.9461401,17851.774653878703,32.437725,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_4,12.726621,1506,10,0.5089744,0.9838445,17851.774653878703,36.75226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_5,356.045,1509,10,0.35983828,0.9838445,17851.774653878703,38.488007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_6,3.2862487,1532,10,0.6611479,1.2073742,17851.774653878703,43.730854,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_7,357.84433,1533,10,0.4017094,1.2073742,17851.774653878703,44.185173,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_8,356.47534,1534,10,0.6042403,1.2073742,17851.774653878703,41.73343,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_9,345.606,1536,10,0.6723205,1.2699053,17851.774653878703,36.328716,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_10,350.67233,1565,10,0.7424159,1.2073742,17851.774653878703,42.058594,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_11,1.2440422,1569,10,0.4499593,1.2073742,17851.774653878703,40.096123,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000105f_12,15.111406,1564,10,0.61676645,1.2073742,17851.774653878703,37.643314,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_0,240.29143,1967,60,0.1891105,0.7222151,16406.722772907466,19.763409,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_1,239.54962,1975,30,0.2008148,0.89219165,16406.722772907466,20.97182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_2,256.32773,1919,60,0.13921069,0.66316277,16406.722772907466,28.71764,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_3,257.56772,1937,60,0.15420209,0.7222151,16406.722772907466,31.02843,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_4,246.20682,1951,60,0.09145278,0.7222151,16406.722772907466,27.547506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_5,242.95442,1963,30,0.48870307,0.7222151,16406.722772907466,21.385893,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_6,258.91278,1907,30,0.09760404,0.64592844,16406.722772907466,18.609077,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_7,263.9595,1918,60,0.28336537,0.64592844,16406.722772907466,24.77292,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_8,240.561,1881,60,0.071682535,0.59954655,16406.722772907466,27.787916,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_9,236.90434,1893,60,0.0562986,0.64592844,16406.722772907466,26.747158,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_10,257.56763,1836,60,0.21094711,0.5153226,16406.722772907466,34.087124,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_11,256.7671,1856,30,0.37866986,0.59954655,16406.722772907466,29.498304,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_12,242.95424,1866,60,0.1912456,0.59954655,16406.722772907466,21.385773,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_13,228.59326,1875,60,0.095340945,0.59954655,16406.722772907466,22.590979,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_14,242.33057,1811,60,0.0554381,0.57780993,16406.722772907466,37.48506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_15,243.25633,1830,60,0.059150804,0.57780993,16406.722772907466,35.733395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_16,243.25633,1830,60,0.096565895,0.57780993,16406.722772907466,35.733395,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_17,231.90892,1846,60,0.15398633,0.5920838,16406.722772907466,32.201027,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_18,222.85587,1857,60,0.092779845,0.5920838,16406.722772907466,25.910921,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_19,251.50552,1748,30,0.35331437,0.55401695,16406.722772907466,29.307383,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_20,225.22833,1759,60,0.15503512,0.55401695,16406.722772907466,22.476124,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_21,237.04039,1777,60,0.18275775,0.57780993,16406.722772907466,36.64401,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_22,239.54924,1798,60,0.13772152,0.57780993,16406.722772907466,39.70873,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_23,233.05132,1816,60,0.12271062,0.57780993,16406.722772907466,37.98904,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_24,233.05132,1816,60,0.11804495,0.57780993,16406.722772907466,37.98904,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_25,275.59607,1706,10,0.4840513,0.52400994,16406.722772907466,33.584717,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_26,267.34268,1726,10,0.34082523,0.52400994,16406.722772907466,34.927143,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_27,253.02518,1744,30,0.18457648,0.55401695,16406.722772907466,26.520155,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_28,235.84961,1752,60,0.26281148,0.55401695,16406.722772907466,16.085627,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_29,207.88773,1639,60,0.046468135,0.6307921,16406.722772907466,15.361392,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_30,232.34596,1644,60,0.051066216,0.6704299,16406.722772907466,20.353851,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_31,249.95308,1655,60,0.04251181,0.6704299,16406.722772907466,29.539518,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_32,256.23615,1673,60,0.05368229,0.6704299,16406.722772907466,34.230793,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_33,216.0919,1631,60,0.0500133,0.6307921,16406.722772907466,15.666459,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_34,230.21085,1636,60,0.045673076,0.6704299,16406.722772907466,23.26827,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_35,241.60957,1649,60,0.05647401,0.6704299,16406.722772907466,32.897255,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_36,239.14697,1667,60,0.05360399,0.6704299,16406.722772907466,33.539085,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_37,226.10931,1627,60,0.07147424,0.6704299,16406.722772907466,15.652478,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000dbd_38,223.38002,1636,60,0.09967256,0.6704299,16406.722772907466,33.749527,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e5c_0,180.0,1208,10,0.3509376,0.49197376,17646.244591560215,33.572174,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000e5c_1,180.0,1208,10,0.43079317,0.49197376,17646.244591560215,33.572174,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000354_0,181.50684,1914,10,0.73408985,0.8453947,17197.912096183747,34.85007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000354_1,201.03595,1895,10,0.5209051,0.8453947,17197.912096183747,40.931225,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000354_2,168.96458,1862,10,0.7330569,0.8453947,17197.912096183747,25.561295,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000355_0,205.86295,1960,10,0.48656967,0.9770501,17197.912096183747,32.196007,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000356_0,217.79765,1857,60,0.105320305,1.033598,17197.912096183747,35.64114,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ad0_0,184.17355,1693,30,0.37014377,1.3985808,17229.699070842937,26.709492,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ad5_0,240.16545,1422,10,0.5112253,1.2995281,17229.699070842937,37.98707,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ad5_1,251.50253,1394,30,0.44961762,1.4356444,17229.699070842937,35.539177,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ad6_0,307.95877,1331,10,0.57778984,1.5539831,17229.699070842937,38.292027,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000b65_0,333.1195,1551,10,0.5805124,0.9135012,17576.559015495994,27.758402,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000b67_0,262.5903,1558,30,0.45509326,0.7939653,17576.559015495994,32.112812,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000b67_1,270.0,1571,30,0.39717147,0.7939653,17576.559015495994,15.3536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000033c_0,164.50017,1360,30,0.46526316,1.404405,18465.13349174708,41.6797,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035e_0,202.72668,1675,10,0.7261835,1.4757457,17705.323055703193,25.35446,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035e_1,223.5302,1684,10,0.68727535,1.4757457,17705.323055703193,29.169823,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035e_2,225.1501,1671,10,0.7959889,1.4757457,17705.323055703193,31.787971,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035e_3,234.7246,1685,10,0.5739511,1.4003038,17705.323055703193,33.929913,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035e_4,204.96986,1646,10,0.7508186,1.5337281,17705.323055703193,31.263317,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035e_5,225.39592,1657,10,0.67735636,1.5337281,17705.323055703193,33.763973,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035e_6,233.61447,1642,10,0.6879811,1.5337281,17705.323055703193,34.301983,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035e_7,155.17279,1617,10,0.56087345,1.5337281,17705.323055703193,21.424894,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000035f_0,228.51518,1612,10,0.6525141,1.6392248,17705.323055703193,20.130865,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a6b_0,272.2019,1516,10,0.66172314,0.9254661,17576.559015495994,40.119217,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000002d8_0,228.98672,1859,10,0.45162576,0.92816377,19067.47698420845,55.50707,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000002d8_1,247.03314,1777,10,0.5318301,0.954439,19067.47698420845,43.656746,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000002d8_2,220.148,1814,10,0.48839432,0.954439,19067.47698420845,53.14775,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000002d8_3,238.8203,1898,10,0.39481637,0.9503116,19067.47698420845,50.646126,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_0,203.55438,1657,10,0.748142,0.3475054,15605.70130801946,12.9292755,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_1,193.65175,1660,10,0.75272214,0.3475054,15605.70130801946,25.006002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_2,56.50741,1665,10,0.63715416,0.34857056,15605.70130801946,23.750515,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_3,42.841732,1658,10,0.53222996,0.34857056,15605.70130801946,13.649989,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_4,69.28769,1656,10,0.51229507,0.3475054,15605.70130801946,7.8184056,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_5,111.85227,1651,10,0.6346307,0.3475054,15605.70130801946,12.268098,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_6,132.74655,1645,10,0.6640827,0.3475054,15605.70130801946,27.685163,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_7,144.09,1630,10,0.78611195,0.36219743,15605.70130801946,35.73541,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_8,145.39731,1622,10,0.7671518,0.36219743,15605.70130801946,24.338753,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_9,147.06956,1616,10,0.73702425,0.36219743,15605.70130801946,22.04877,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_10,119.56065,1610,10,0.7256156,0.36336857,15605.70130801946,16.452433,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_11,34.00627,1691,10,0.7143639,0.2899086,15605.70130801946,39.35695,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_12,24.217192,1677,10,0.7013624,0.2899086,15605.70130801946,48.194874,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_13,24.644432,1666,10,0.6621708,0.2899086,15605.70130801946,36.797276,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_14,14.856875,1660,10,0.6286307,0.29027244,15605.70130801946,38.20769,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_15,33.93981,1655,10,0.56578946,0.29027244,15605.70130801946,31.980213,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_16,62.105,1641,10,0.4316609,0.29027244,15605.70130801946,31.914757,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_17,65.35531,1625,10,0.48274526,0.28951073,15605.70130801946,26.77857,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_18,67.84381,1616,10,0.5294118,0.28951073,15605.70130801946,14.442093,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_19,77.56159,1612,10,0.6071158,0.28951073,15605.70130801946,12.705844,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_20,126.3242,1604,10,0.4488189,0.2882321,15605.70130801946,15.284529,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_21,12.296378,1728,10,0.6476293,0.2899086,15605.70130801946,59.870667,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_22,13.503067,1700,10,0.6117483,0.2899086,15605.70130801946,63.02182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_23,9.593554,1703,10,0.5720238,0.29027244,15605.70130801946,61.88406,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_24,23.354025,1683,10,0.5988889,0.29027244,15605.70130801946,61.625046,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000779_25,20.38604,1663,10,0.51189476,0.29027244,15605.70130801946,64.60919,"{""type"":""MultiPoint"",""coordinates"":[]}"
