system:index,Aspect,Class,Elevation,LULC,NDVI,Population,Rainfall,Slope,.geo
1_00000000000000000691_0,135.06186,1,693,60,0.3627082,0.32316485,13803.126082471921,45.820885,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000011b4_0,128.06956,1,1648,30,0.29734513,2.0510557,16973.856587462127,31.123913,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000059c_0,240.57214,1,340,30,0.10183357,0.86831725,14409.150208834064,32.0463,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000064b_0,118.64293,1,1059,30,0.4386078,0.5868862,14761.636355092196,49.767033,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000689_0,128.06848,1,608,30,0.37969676,0.97610754,15419.167623807909,30.009415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000068a_0,143.69731,1,565,30,0.4489101,1.0673637,15419.167623807909,27.575842,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000068b_0,226.69485,1,542,10,0.4807047,0.92469454,15419.167623807909,23.016949,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000068c_0,281.39374,1,794,10,0.23632611,1.0147959,15028.799167627003,44.517883,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000068d_0,143.57533,1,476,10,0.45285285,0.16197352,15396.501018210314,35.150623,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000698_0,123.738815,1,431,30,0.32569906,0.8192362,14845.609195122554,23.614275,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000699_0,101.909874,1,465,30,0.36854815,0.8492081,14845.609195122554,35.22037,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000069b_0,233.13506,1,603,30,0.26770088,0.9556175,14845.609195122554,23.351002,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006af_0,126.25002,1,738,60,0.22202487,1.0053409,14845.609195122554,37.47129,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b0_0,160.93523,1,865,30,0.40954435,1.1117138,14845.609195122554,33.74137,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b1_0,193.40083,1,847,30,0.38408852,1.0771133,14845.609195122554,47.682114,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b2_0,242.55367,1,706,30,0.1948718,0.9574933,14845.609195122554,26.182909,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b3_0,203.49704,1,603,30,0.41894615,0.95424145,14845.609195122554,28.687208,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b4_0,249.5246,1,622,30,0.15100317,0.9299026,14845.609195122554,31.03089,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b5_0,237.9299,1,672,10,0.6249668,0.9311523,14845.609195122554,30.082466,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b6_0,122.455345,1,838,60,0.265,1.087638,15199.909611372976,31.10252,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b7_0,136.89497,1,749,10,0.3221781,0.96262145,15199.909611372976,28.018606,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b8_0,149.7848,1,710,10,0.39944047,0.9362112,14845.609195122554,26.829605,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006b9_0,189.80333,1,688,30,0.35207748,0.8835675,14845.609195122554,32.646805,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006ba_0,51.457546,1,669,30,0.26870272,0.8427178,14845.609195122554,23.82884,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006bb_0,41.00759,1,734,30,0.19084315,0.9270377,14845.609195122554,33.623737,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006bc_0,164.86998,1,927,30,0.28215298,1.0511868,15199.909611372976,42.16175,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006bd_0,104.272736,1,970,30,0.35571074,1.1363525,15199.909611372976,21.502573,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006be_0,160.55852,1,780,60,0.15692183,1.0198318,15199.909611372976,30.998716,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006bf_0,104.95496,1,780,30,0.25413224,0.9591189,14845.609195122554,20.624966,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006c0_0,247.54149,1,932,10,0.30996203,1.1947715,15199.909611372976,28.849144,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006c1_0,228.32016,1,873,10,0.47037974,1.0559266,15199.909611372976,25.960245,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006c2_0,149.342,1,886,10,0.51349634,1.1100869,15199.909611372976,34.11565,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000085e_0,121.67694,1,1311,30,0.2795632,1.0552826,12848.854421736789,37.61988,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000860_0,230.35016,1,1374,10,0.41089043,1.0243584,14274.497135855723,35.38734,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000863_0,87.45789,1,1250,30,0.39235294,1.3601599,14274.497135855723,20.05063,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000864_0,19.0048,1,1495,10,0.7145183,1.2710259,15583.111948490143,31.647877,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000867_0,241.28857,1,1384,30,0.11655012,2.3349364,14824.210340671241,44.33933,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000086b_0,91.8836,1,1426,30,0.48912615,1.4628406,14274.497135855723,26.219898,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000086c_0,296.2685,1,1134,80,0.28219867,0.75117636,13638.444021228468,36.186283,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000086d_0,140.24184,1,896,30,0.37191117,1.3136973,13875.306050133891,25.841675,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000086f_0,275.14673,1,1677,60,0.12497032,0.97762066,14274.497135855723,51.63276,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000870_0,112.38889,1,717,60,0.10401267,1.1860197,12963.483094705269,38.9207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000871_0,190.81453,1,616,30,0.29117414,1.3378941,12963.483094705269,41.13607,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000872_0,119.74129,1,1182,30,0.37708566,0.72506714,12963.483094705269,30.428246,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000875_0,218.2284,1,761,30,0.25186765,0.75130105,10337.088529475965,39.49796,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000876_0,130.04973,1,916,30,0.26572275,0.69816875,11960.515371312387,41.364536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000878_0,212.94061,1,1026,30,0.49482816,0.72210795,11960.515371312387,32.4779,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000087a_0,201.0276,1,1172,30,0.19581465,0.590689,11264.111316362396,35.414692,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000887_0,216.88078,1,1322,30,0.351697,1.1699555,13638.444021228468,40.363842,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000088c_0,145.48705,1,829,30,0.33251306,1.0231773,12220.162694383878,35.26926,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000088d_0,182.99637,1,1217,30,0.19337016,0.97631395,12848.854421736789,34.87754,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000088e_0,174.53024,1,670,30,0.34114203,1.54158,12220.162694383878,37.390873,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000088f_0,188.77904,1,659,30,0.23217082,0.8367388,12220.162694383878,39.874138,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000890_0,245.35936,1,871,30,0.29895583,1.1806794,12220.162694383878,31.84956,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000894_0,146.18779,1,786,30,0.31958017,1.0663953,12220.162694383878,39.293003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000896_0,182.99567,1,652,30,0.18956132,1.5894407,12220.162694383878,34.877525,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000897_0,273.50366,1,654,30,0.39050886,3.569662,14673.897697312757,27.913275,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008cf_0,162.62593,1,1042,30,0.30365703,2.0068042,14824.210340671241,16.977926,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008d0_0,177.42026,1,1053,30,0.39559707,2.0068042,14824.210340671241,22.053106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008db_0,204.2479,1,1042,30,0.2819886,1.1543307,13845.72371512372,31.856531,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008dd_0,136.95543,1,987,30,0.21605118,1.7176958,14500.49890172691,42.244232,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008de_0,133.06473,1,920,30,0.29463688,1.7288455,14500.49890172691,25.367582,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008df_0,36.296997,1,748,30,0.41923776,2.1204917,14500.49890172691,24.794918,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008e4_0,168.16953,1,1209,30,0.41731697,1.4270889,14274.497135855723,35.419704,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008e5_0,178.2571,1,1099,10,0.38764623,1.3467864,14274.497135855723,30.931084,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008e9_0,122.86214,1,1002,30,0.35681155,0.985894,13638.444021228468,25.516182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008ea_0,163.69467,1,768,30,0.29255942,1.549091,13245.315313184867,40.14117,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008ec_0,250.42902,1,838,10,0.3934617,1.3474866,13245.315313184867,34.080524,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008ed_0,222.26498,1,716,10,0.43193278,0.63836306,13245.315313184867,29.62806,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008f0_0,145.9805,1,735,30,0.34226957,0.72712606,12963.483094705269,34.355194,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008f1_0,120.10241,1,708,30,0.33357003,0.9625737,12963.483094705269,44.076435,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008f2_0,200.5626,1,1155,60,0.18440203,1.0085791,12848.854421736789,43.033894,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008f9_0,337.99707,1,1092,30,0.25313607,0.64401424,11960.515371312387,34.25165,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008d2_0,187.54887,1,1518,30,0.3455121,1.6452743,14824.210340671241,29.038858,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000cdf_0,118.02939,1,1068,30,0.461585,0.5351527,17178.648217116483,39.581985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000588_0,197.55815,1,4164,100,0.3908873,0.05142139,15455.681528875604,36.132732,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000589_0,220.8708,1,4383,70,0.03553648,0.0454737,15455.681528875604,39.12731,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000058a_0,231.2785,1,4303,100,0.14392202,0.054761086,15455.681528875604,37.8239,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000078e_0,109.809685,1,2565,10,0.61959654,0.14174224,9522.502895835089,23.262602,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006f4_0,114.140015,1,984,10,0.45404914,2.1710494,14181.763604695443,53.38548,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000700_0,181.54489,1,2016,30,0.50877196,1.4583558,15361.374368002638,34.220936,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000070f_0,214.48181,1,1617,30,0.58255225,0.9115102,13864.474736711476,32.9455,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000731_0,208.34846,1,2689,10,0.5451296,0.49433503,15361.374368002638,37.687214,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000732_0,194.92719,1,2509,30,0.51632047,0.47898823,15361.374368002638,40.510883,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000733_0,201.63054,1,2376,30,0.281106,0.54308695,15361.374368002638,46.256313,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000734_0,198.5561,1,2161,10,0.45247397,0.6367715,15337.042886732146,42.678413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000746_0,164.98293,1,1707,30,0.39693758,0.7391202,15337.042886732146,32.49248,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000747_0,155.8768,1,1685,30,0.36727273,0.7391202,15337.042886732146,37.33204,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000748_0,161.63403,1,1714,30,0.31613716,0.7391202,15337.042886732146,44.691284,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000074a_0,201.97176,1,2165,30,0.37815636,0.6366813,15337.042886732146,51.87624,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000074b_0,219.61813,1,2365,10,0.6239521,0.44964695,15337.042886732146,28.65127,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000074e_0,217.95615,1,1761,30,0.46370023,0.9112292,15402.307800434792,51.392647,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000074f_0,235.12901,1,1782,30,0.3775266,1.2941502,15402.307800434792,59.51704,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000750_0,248.45139,1,1685,30,0.48259053,1.32499,15402.307800434792,36.84236,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000778_0,108.859314,1,1961,10,0.79411024,0.4878121,15605.70130801946,50.238842,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a18_0,168.23557,1,1848,30,0.3629098,1.0163456,14533.716372773051,32.142544,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a1a_0,124.40287,1,1817,30,0.4107884,1.0457356,15151.01874720864,34.51288,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a1c_0,167.25896,1,1859,10,0.42085984,1.1627387,15151.01874720864,36.75382,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a45_0,188.83484,1,2288,10,0.5181762,1.0580517,14779.88043363532,39.87839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a46_0,166.52888,1,2117,30,0.48832116,1.4789057,14779.88043363532,40.878754,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a48_0,210.53105,1,1974,10,0.65566206,1.7735487,14181.763604695443,42.053093,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a5e_0,243.86674,1,1738,30,0.39125705,1.7778913,14779.88043363532,36.317326,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a5f_0,209.5171,1,1671,10,0.3520528,1.8131273,15772.826636304148,16.574833,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a67_0,156.85844,1,1637,30,0.41696227,1.320522,16142.01218209602,38.385986,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c20_0,157.44034,1,1191,10,0.46016484,0.48843038,16278.811920925975,44.97587,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c72_0,195.74747,1,1667,30,0.2811736,1.9928416,14248.405964027159,21.981804,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000c73_0,215.18207,1,1662,30,0.38533628,2.061343,14248.405964027159,17.583023,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000ca6_0,204.27942,1,2184,30,0.37755665,0.48483855,15325.63770819828,28.04667,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000001084_0,271.94968,1,1399,30,0.3976041,2.1523933,16267.17879748717,25.44558,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000be8_0,136.86656,1,413,30,0.19837399,0.4254638,19104.18250158988,46.796097,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000001b_0,181.2698,1,1918,30,0.27951136,3.5713494,20056.02891780529,39.549183,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000692_0,166.46904,1,877,30,0.38542697,0.74125975,13645.502385986038,34.96495,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000693_0,140.58867,1,926,30,0.33850932,0.75180686,13645.502385986038,40.663788,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000695_0,102.9395,1,974,30,0.42988506,1.0409303,13645.502385986038,30.042334,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006a0_0,159.16293,1,1237,30,0.34772182,0.6930812,12508.863423432864,45.62102,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006ae_0,168.6665,1,363,10,0.50420326,0.88093555,12508.863423432864,24.809774,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000720_0,135.7296,1,1866,30,0.3759124,0.69605404,15361.374368002638,44.189415,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000094c_0,155.75764,1,1223,30,0.1610933,2.0531228,13885.18186089606,28.03974,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000957_0,166.579,1,1322,30,0.44278982,1.3122946,15560.299075310584,28.775347,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000965_0,149.37221,1,2255,30,0.42620036,0.56129795,14860.037143799593,47.982162,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009a8_0,228.36833,1,1851,30,0.38075858,0.9890595,13403.527051043697,31.348429,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009b8_0,210.6412,1,1823,30,0.4832368,1.3062804,13298.628355195993,35.563297,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c0_0,262.86563,1,742,10,0.4756496,1.0045384,15560.299075310584,52.503654,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c1_0,256.37598,1,789,30,0.43807262,1.0084218,15560.299075310584,31.737207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c2_0,212.49538,1,766,30,0.35135135,1.1255325,15560.299075310584,45.488865,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c3_0,237.84795,1,788,30,0.41790545,1.010355,15560.299075310584,60.455215,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c4_0,240.95174,1,868,30,0.38559934,1.0857757,15560.299075310584,33.6948,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c5_0,154.44753,1,1411,30,0.27503526,1.3249189,15560.299075310584,35.667366,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c6_0,180.0,1,1239,30,0.5547562,1.1822344,15043.629460190888,46.457207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c7_0,192.46037,1,1812,30,0.2786572,2.2106378,15560.299075310584,42.873096,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c8_0,76.89035,1,1323,10,0.25060645,1.9493375,15531.503603111487,38.13432,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009c9_0,49.113663,1,1373,10,0.52989316,1.9204706,15531.503603111487,42.459686,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009cd_0,85.646385,1,1630,10,0.5164735,1.5966349,14581.640772594837,32.60839,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009de_0,192.02705,1,2707,10,0.7271215,0.45555422,14341.18133592396,31.482882,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e0_0,145.18634,1,1905,30,0.32374507,1.1051506,13894.013495713181,33.836796,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e1_0,192.68954,1,1896,30,0.43692255,1.0854914,13894.013495713181,33.573124,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e2_0,164.93187,1,1929,10,0.74752235,1.0854914,13894.013495713181,37.637672,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e3_0,200.15938,1,1926,30,0.4219749,1.069398,13894.013495713181,38.422604,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e5_0,222.00555,1,1549,30,0.24589093,0.83363587,13894.013495713181,37.324226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e6_0,211.9121,1,1527,10,0.20239915,0.8340147,13894.013495713181,41.869568,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e7_0,205.36023,1,1513,30,0.3874664,0.7498747,13894.013495713181,34.244522,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e8_0,207.91176,1,1383,10,0.66996115,0.8957123,13894.013495713181,17.297615,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009e9_0,223.83728,1,1382,30,0.3924161,1.9218333,13894.013495713181,37.34488,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000009ea_0,161.46104,1,1555,30,0.4679498,0.9895889,13894.013495713181,38.745895,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000a37_0,197.7173,1,1298,30,0.42250803,2.3486097,16205.935894049704,33.53474,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000eb2_0,74.44693,1,2016,10,0.5932746,0.38862568,15373.550106402487,47.379414,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000eb7_0,111.90566,1,1082,30,0.50014967,0.65642685,10294.12820409832,42.339207,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000095b_0,64.85134,1,773,30,0.3910793,1.3143017,13238.781857367605,35.894855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000b8b_0,159.00589,1,1145,30,0.34577602,0.53755844,18965.33670011349,39.177345,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000b8c_0,182.68915,1,1221,10,0.51371217,0.4878527,18965.33670011349,49.402046,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000b8d_0,208.95941,1,1368,30,0.24900663,0.5075241,18965.33670011349,45.49867,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000f50_0,126.423805,1,1906,10,0.8580917,0.94621783,15852.573166557355,22.242205,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000950_0,138.80191,1,1469,60,0.07444959,1.6359277,14344.306703344671,37.757656,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000951_0,66.04736,1,1397,10,0.57650805,0.97346115,14344.306703344671,30.883553,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000958_0,119.046196,1,946,30,0.07839912,0.8834619,14702.978915951535,33.696518,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000959_0,171.65387,1,871,30,0.36350268,0.91530514,16469.223791523837,36.965416,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000964_0,70.41858,1,699,30,0.25067225,1.5563908,15196.837705985876,37.697216,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000968_0,26.2163,1,1074,30,0.5891566,1.3843796,14702.978915951535,30.002338,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000972_0,103.62089,1,1450,30,0.46715182,1.0504161,14344.306703344671,39.518105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000973_0,138.67375,1,1474,60,0.010961407,1.0485203,14344.306703344671,34.597668,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000975_0,227.38591,1,1832,60,0.100033455,1.3659245,14344.306703344671,34.73596,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000097d_0,49.872196,1,1079,10,0.6212171,1.4014189,14702.978915951535,42.9022,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000097e_0,66.04758,1,1457,10,0.33026296,1.3821677,14702.978915951535,35.66789,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000097f_0,49.307674,1,924,30,0.28941602,0.9278679,14702.978915951535,36.680202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000980_0,124.566734,1,1422,30,0.2543634,1.6704766,14702.978915951535,47.313324,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000008a0_0,159.08478,1,1884,30,0.33926585,1.0955793,15095.639161253232,45.63592,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000f20_0,241.81781,1,872,30,0.47926107,1.7380841,15946.429616567795,41.70668,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000f6a_0,225.08153,1,1679,30,0.55038375,1.658761,15980.185403768905,22.424026,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000f6b_0,295.50967,1,901,10,0.44594595,1.2205566,15946.429616567795,27.754765,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000006a7_0,346.69922,1,759,10,0.21839477,1.0981339,11654.866155949072,43.47501,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000981_0,101.71421,1,953,30,0.39987803,0.69442403,14770.880500148982,29.166592,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000982_0,242.82805,1,1097,10,0.580213,0.9906329,16728.687815021898,42.665154,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000983_0,139.42769,1,601,30,0.3677563,1.6244159,20364.31395967747,44.430637,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000984_0,146.97258,1,899,60,0.125059,0.9289675,16762.266031732783,40.985638,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000098d_0,228.37943,1,1064,30,0.4415624,1.3234262,16728.687815021898,35.252243,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000098e_0,212.22264,1,1017,10,0.32668754,1.3406049,16728.687815021898,25.565144,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000098f_0,265.38214,1,1069,10,0.3998378,1.3997042,16728.687815021898,31.09832,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_000000000000000005ff_0,142.25792,1,924,30,0.22921802,0.5063434,14139.764260530937,33.227413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000600_0,154.46811,1,933,30,0.21392827,0.5063434,14139.764260530937,30.625904,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000601_0,151.53777,1,889,30,0.20438282,0.5060025,14139.764260530937,26.434769,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000602_0,168.22282,1,889,30,0.31651652,0.47459763,14139.764260530937,24.059258,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000603_0,140.88394,1,964,30,0.23526315,0.49350816,14139.764260530937,36.910404,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000380_0,210.23737,1,1734,30,0.39994234,1.7085358,17265.550235695962,31.729378,"{""type"":""MultiPoint"",""coordinates"":[]}"
